ID,Car Name,Manual/Motor,MPG,Annual Fuel Cost
6984,2021 Dodge Challenger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6985,2020 Dodge Challenger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6986,2019 Dodge Challenger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6987,2018 Dodge Challenger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6988,2017 Dodge Challenger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6989,2016 Dodge Challenger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6990,2022 Dodge Charger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6991,2021 Dodge Charger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6992,2020 Dodge Charger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6993,2019 Dodge Charger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6994,2018 Dodge Charger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6995,2017 Dodge Charger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6996,2016 Dodge Charger ,"5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19,"$3,250 "
6997,2020 Ford Mustang ,"5.0 L, 8 cyl, Automatic (S10), Regular Gasoline",19,"$2,850 "
6998,2019 Ford Mustang ,"5.0 L, 8 cyl, Automatic (S10), Regular Gasoline",19,"$2,850 "
6999,2018 Ford Mustang ,"5.0 L, 8 cyl, Automatic (S10), Regular Gasoline",19,"$2,850 "
7000,2016 Ford Mustang ,"5.0 L, 8 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7001,2017 Genesis G80 AWD ,"3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",19,"$2,850 "
7002,2016 Hyundai Genesis AWD ,"3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",19,"$2,850 "
7003,2016 Hyundai Genesis Coupe ,"3.8 L, 6 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7004,2022 Lexus LC 500 ,"5.0 L, 8 cyl, Automatic (S10), Premium Gasoline",19,"$3,500 "
7005,2021 Lexus LC 500 ,"5.0 L, 8 cyl, Automatic (S10), Premium Gasoline",19,"$3,500 "
7006,2020 Lexus LC 500 ,"5.0 L, 8 cyl, Automatic (S10), Premium Gasoline",19,"$3,500 "
7007,2019 Lexus LC 500 ,"5.0 L, 8 cyl, Automatic (S10), Premium Gasoline",19,"$3,500 "
7008,2019 Lexus RC F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7009,2018 Lexus RC F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7010,2017 Lexus RC F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7011,2016 Lexus RC F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7012,2022 Maserati Quattroporte GT ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7013,2022 Maserati Quattroporte Modena RWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7014,2018 Mercedes-Benz AMG SL63 ,"5.5 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$3,500 "
7015,2017 Mercedes-Benz AMG SL63 ,"5.5 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$3,500 "
7016,2016 Mercedes-Benz AMG SL63 ,"5.5 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$3,500 "
7017,2019 Mercedes-Benz Maybach S560 4matic ,"4.0 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$3,500 "
7018,2018 Mercedes-Benz Maybach S560 4matic ,"4.0 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$3,500 "
7019,2020 Mercedes-Benz S560 4matic Maybach ,"4.0 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$3,500 "
7020,2022 Mercedes-Benz S580 4matic ,"4.0 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$3,500 "
7021,2019 Porsche 911 Carrera T ,"3.0 L, 6 cyl, Manual 7-spd, Turbo, Premium Gasoline",19,"$3,500 "
7022,2018 Porsche 911 Carrera T ,"3.0 L, 6 cyl, Manual 7-spd, Turbo, Premium Gasoline",19,"$3,500 "
7023,2016 BMW 550i xDrive ,"4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7024,2017 BMW 650i xDrive Coupe ,"4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7025,2016 BMW 650i xDrive Coupe ,"4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7026,2016 BMW 750i xDrive ,"4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7027,2016 Cadillac ATS-V ,"3.6 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7028,2022 Cadillac CT4 V ,"3.6 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",19,"$3,500 "
7029,2019 Cadillac CTS ,"3.6 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7030,2018 Cadillac CTS ,"3.6 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7031,2016 Cadillac CTS Sedan ,"3.6 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7032,2022 Chevrolet Camaro ,"6.2 L, 8 cyl, Manual 6-spd, Premium Gasoline",19,"$3,500 "
7033,2021 Chevrolet Camaro ,"6.2 L, 8 cyl, Manual 6-spd, Premium Gasoline",19,"$3,500 "
7034,2020 Chevrolet Camaro ,"6.2 L, 8 cyl, Manual 6-spd, Premium Gasoline",19,"$3,500 "
7035,2019 Chevrolet Camaro ,"6.2 L, 8 cyl, Manual 6-spd, Premium Gasoline",19,"$3,500 "
7036,2022 Chevrolet Corvette ,"6.2 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7037,2019 Dodge Journey AWD ,"3.6 L, 6 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7038,2018 Dodge Journey AWD ,"3.6 L, 6 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7039,2017 Dodge Journey AWD ,"3.6 L, 6 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7040,2016 Dodge Journey AWD ,"3.6 L, 6 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7041,2022 Ford Explorer FFV AWD ,"3.3 L, 6 cyl, Automatic 10-spd, Regular Gasoline or E85",19,"$2,850 "
7042,2019 Ford Taurus AWD ,"3.5 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",13,"$3,450 "
7043,2018 Ford Taurus AWD ,"3.5 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7044,2017 Ford Taurus AWD ,"3.5 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7045,2016 Ford Taurus AWD ,"3.5 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7046,2020 Genesis G80 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$2,850 "
7047,2019 Genesis G80 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7048,2018 Genesis G80 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7049,2022 Genesis G90 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7050,2021 Genesis G90 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7051,2020 Genesis G90 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7052,2019 Genesis G90 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7053,2018 Genesis G90 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7054,2017 Genesis G90 RWD ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7055,2019 Infiniti Q70 ,"5.6 L, 8 cyl, Automatic (S7), Premium Gasoline",19,"$3,500 "
7056,2018 Infiniti Q70 ,"5.6 L, 8 cyl, Automatic (S7), Premium Gasoline",19,"$3,500 "
7057,2017 Infiniti Q70 ,"5.6 L, 8 cyl, Automatic (S7), Premium Gasoline",19,"$3,500 "
7058,2016 Infiniti Q70 ,"5.6 L, 8 cyl, Automatic (S7), Premium Gasoline",19,"$3,500 "
7059,2019 Jaguar F-Type Convertible ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7060,2018 Jaguar F-Type Convertible ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7061,2017 Jaguar F-Type Convertible ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7062,2016 Jaguar F-Type Convertible ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7063,2019 Jaguar F-Type Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7064,2018 Jaguar F-Type Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7065,2017 Jaguar F-Type Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7066,2016 Jaguar F-Type Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7067,2020 Lexus GS F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7068,2019 Lexus GS F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7069,2018 Lexus GS F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7070,2017 Lexus GS F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7071,2016 Lexus GS F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7072,2017 Lexus LS 460 ,"4.6 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7073,2016 Lexus LS 460 ,"4.6 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7074,2017 Lexus LS 460 L ,"4.6 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7075,2016 Lexus LS 460 L ,"4.6 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7076,2022 Lexus RC F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7077,2021 Lexus RC F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7078,2020 Lexus RC F ,"5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",19,"$3,500 "
7079,2020 Lincoln Continental  AWD ,"3.0 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7080,2020 Lincoln Continental  AWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7081,2019 Lincoln Continental  AWD ,"3.0 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7082,2019 Lincoln Continental  AWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7083,2018 Lincoln Continental  AWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7084,2018 Lincoln Continental  AWD ,"3.0 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7085,2017 Lincoln Continental  AWD ,"3.0 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7086,2017 Lincoln Continental  AWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7087,2020 Lincoln Continental Coach ,"3.0 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7088,2019 Lincoln Continental Coach ,"3.0 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7089,2016 Lincoln MKS AWD ,"3.5 L, 6 cyl, Automatic (S6), Turbo, Regular Gasoline",19,"$2,850 "
7090,2019 Lincoln MKT FWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7091,2018 Lincoln MKT FWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7092,2017 Lincoln MKT FWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7093,2016 Lincoln MKT FWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7094,2020 Lotus Evora ,"3.5 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7095,2018 Lotus Evora ,"3.5 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7096,2017 Lotus Evora ,"3.5 L, 6 cyl, Manual 6-spd, Supercharger, Premium Gasoline",19,"$3,500 "
7097,2019 Maserati Ghibli  S RWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7098,2018 Maserati Ghibli  S RWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7099,2022 Maserati Ghibli Modena AWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7100,2017 Maserati Ghibli S RWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7101,2021 Maserati Ghibli SQ4 ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7102,2020 Maserati Ghibli SQ4 ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7103,2016 Maserati Ghibli V6 SQ4 ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7104,2019 Maserati Ghibli V6 SQ4 AWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7105,2018 Maserati Ghibli V6 SQ4 AWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7106,2017 Maserati Ghibli V6 SQ4 AWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7107,2022 Maserati Quattroporte Modena AWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7108,2021 Maserati Quattroporte S ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7109,2021 Maserati Quattroporte SQ4 ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$3,500 "
7110,2022 Mercedes-Benz AMG GLC43 4matic  Coupe ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$3,500 "
7111,2017 Mercedes-Benz Maybach S550 4matic ,"4.7 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$3,500 "
7112,2016 Mercedes-Benz S550 4matic Coupe ,"4.7 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$3,500 "
7113,2021 Mercedes-Benz S580 4matic Maybach ,"4.0 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$3,500 "
7114,2016 Mercedes-Benz SL550 ,"4.7 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$3,500 "
7115,2016 Porsche Cayenne S ,"3.6 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7116,2016 Porsche Panamera GTS ,"4.8 L, 8 cyl, Automatic (AM-S7), Premium Gasoline",19,"$3,500 "
7117,2021 BMW M2 Competition Coupe ,"3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",19,"$3,500 "
7118,2020 BMW M2 CS Coupe ,"3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",19,"$3,500 "
7119,2021 BMW M3 ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",19,"$3,500 "
7120,2021 BMW M3 Competition ,"3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7121,2022 BMW M3 Competition Sedan ,"3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7122,2022 BMW M3 Sedan ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",19,"$3,500 "
7123,2022 BMW M4 Competition Coupe ,"3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7124,2021 BMW M4 Competition Coupe ,"3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",19,"$3,500 "
7125,2022 BMW M4 Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",19,"$3,500 "
7126,2021 BMW M4 Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",19,"$3,500 "
7127,2016 BMW M4 GTS ,"3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",19,"$3,500 "
7128,2019 Cadillac ATS-V ,"3.6 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",19,"$3,500 "
7129,2018 Cadillac ATS-V ,"3.6 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",19,"$3,500 "
7130,2017 Cadillac ATS-V ,"3.6 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",19,"$3,500 "
7131,2018 Chevrolet Silverado C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7132,2018 Chevrolet Silverado C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7133,2017 Chevrolet Silverado C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",14,"$3,200 "
7134,2017 Chevrolet Silverado C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7135,2016 Chevrolet Silverado C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7136,2016 Chevrolet Silverado C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",14,"$3,200 "
7137,2018 Chevrolet Suburban C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7138,2018 Chevrolet Suburban C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",14,"$3,200 "
7139,2017 Chevrolet Suburban C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7140,2017 Chevrolet Suburban C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7141,2016 Chevrolet Suburban C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7142,2018 Chevrolet Tahoe C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",14,"$3,200 "
7143,2018 Chevrolet Tahoe C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7144,2017 Chevrolet Tahoe C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7145,2017 Chevrolet Tahoe C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",14,"$3,200 "
7146,2016 Chevrolet Tahoe C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7147,2018 Ferrari California T ,"3.9 L, 8 cyl, Automatic (AM7), Turbo, Premium Gasoline",19,"$2,850 "
7148,2017 Ferrari California T ,"3.9 L, 8 cyl, Automatic (AM7), Turbo, Premium Gasoline",19,"$2,850 "
7149,2016 Ferrari California T ,"3.9 L, 8 cyl, Automatic (AM7), Turbo, Premium Gasoline",19,"$3,500 "
7150,2022 Ferrari Portofino M ,"3.9 L, 8 cyl, Automatic (AM8), Turbo, Premium Gasoline",19,"$3,500 "
7151,2021 Ferrari Portofino M ,"3.9 L, 8 cyl, Automatic (AM8), Turbo, Premium Gasoline",19,"$3,500 "
7152,2022 Ford Expedition 2WD ,"3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",19,"$2,850 "
7153,2017 Ford Explorer AWD ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7154,2016 Ford Explorer AWD ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7155,2017 Ford Explorer AWD FFV ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline or E85",19,"$2,850 "
7156,2016 Ford Explorer AWD FFV ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline or E85",14,"$3,200 "
7157,2021 Ford Explorer FFV AWD ,"3.3 L, 6 cyl, Automatic (S10), Regular Gasoline or E85",19,"$2,850 "
7158,2020 Ford Explorer FFV AWD ,"3.3 L, 6 cyl, Automatic (S10), Regular Gasoline or E85",14,"$3,200 "
7159,2019 Ford Flex FWD ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7160,2018 Ford Flex FWD ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",13,"$3,450 "
7161,2017 Ford Flex FWD ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7162,2016 Ford Flex FWD ,"3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",13,"$3,450 "
7163,2018 GMC Sierra C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7164,2018 GMC Sierra C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7165,2017 GMC Sierra C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7166,2017 GMC Sierra C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7167,2016 GMC Sierra C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7168,2016 GMC Sierra C15 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7169,2018 GMC Yukon C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",14,"$3,200 "
7170,2018 GMC Yukon C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7171,2017 GMC Yukon C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7172,2017 GMC Yukon C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",14,"$3,200 "
7173,2016 GMC Yukon C1500 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7174,2018 GMC Yukon C1500 XL 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",14,"$3,200 "
7175,2018 GMC Yukon C1500 XL 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7176,2017 GMC Yukon C1500 XL 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",19,"$2,850 "
7177,2017 GMC Yukon C1500 XL 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline or E85",19,"$2,850 "
7178,2016 GMC Yukon C1500 XL 2WD ,"5.3 L, 8 cyl, Automatic 6-spd, Regular Gasoline",14,"$3,200 "
7179,2022 Jeep Gladiator 4WD ,"3.6 L, 6 cyl, Manual 6-spd, Regular Gasoline",19,"$2,850 "
7180,2021 Jeep Gladiator 4WD ,"3.6 L, 6 cyl, Manual 6-spd, Regular Gasoline",19,"$2,850 "
7181,2020 Jeep Gladiator Pickup 4WD ,"3.6 L, 6 cyl, Manual 6-spd, Regular Gasoline",14,"$3,200 "
7182,2018 Lincoln MKX AWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7183,2017 Lincoln MKX AWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7184,2016 Lincoln MKX AWD ,"3.7 L, 6 cyl, Automatic (S6), Regular Gasoline",19,"$2,850 "
7185,2019 Lincoln Navigator 2WD ,"3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",14,"$3,200 "
7186,2018 Lincoln Navigator 2WD ,"3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",19,"$2,850 "
7187,2016 Maserati Ghibli  S RWD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",19,"$2,850 "
7188,2018 McLaren Automotive 540C Coupe ,"3.8 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",14,"$3,200 "
7189,2018 McLaren Automotive 570GT ,"3.8 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$2,850 "
7190,2017 McLaren Automotive 570GT ,"3.8 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$2,850 "
7191,2018 McLaren Automotive 570S Coupe ,"3.8 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$2,850 "
7192,2017 McLaren Automotive 570S Coupe ,"3.8 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$2,850 "
7193,2016 McLaren Automotive 570S Coupe ,"3.8 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$2,850 "
7194,2018 McLaren Automotive 570S Spider ,"3.8 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$2,850 "
7195,2016 Mercedes-Benz AMG E63 4matic ,"5.5 L, 8 cyl, Automatic 7-spd, Turbo, Premium Gasoline",19,"$2,850 "
7196,2019 Mercedes-Benz AMG E63 S 4matic (wagon) ,"4.0 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$2,850 "
7197,2020 Mercedes-Benz AMG E63 S 4matic Plus (wagon) ,"4.0 L, 8 cyl, Automatic 9-spd, Turbo, Premium Gasoline",19,"$2,850 "
7198,2019 Nissan Frontier 2WD ,"4.0 L, 6 cyl, Automatic 5-spd, Regular Gasoline",19,"$3,500 "
7199,2018 Nissan Frontier 2WD ,"4.0 L, 6 cyl, Automatic 5-spd, Regular Gasoline",19,"$2,850 "
